Wall time,Step,Value
1734418495.716178,216768,32.0
1734418496.7404528,218176,36.0
1734418502.4449883,223840,28.0
1734418503.6580305,225776,52.0
1734418508.0301006,229600,28.0
1734418508.5423625,230304,44.0
1734418508.6619236,230464,40.0
1734418509.866766,232112,32.0
1734418510.0921524,232464,52.0
1734418511.0682096,234032,32.0
1734418511.6824026,235024,60.0
1734418515.1527214,237632,32.0
1734418515.8665776,238576,28.0
1734418519.367144,243728,48.0
1734418519.6578934,244208,40.0
1734418523.444888,247216,68.0
1734418523.9665911,247904,28.0
1734418524.1454105,248192,64.0
1734418524.5317929,248848,36.0
1734418526.183265,251392,60.0
1734418527.0010145,252432,36.0
1734418527.169122,252656,56.0
1734418530.586564,255120,60.0
1734418534.785978,261424,36.0
1734418538.298541,263936,32.0
1734418539.2310176,265232,44.0
1734418540.7133558,267632,44.0
1734418542.112613,269616,44.0
1734418542.182673,269728,28.0
1734418542.5504868,270256,32.0
1734418545.2334864,271648,32.0
1734418548.3335862,276288,28.0
1734418548.631546,276672,32.0
1734418549.1757312,277376,56.0
1734418554.0404541,281856,56.0
1734418554.7905605,283072,32.0
1734418555.4146802,284080,40.0
1734418560.3054993,288352,44.0
1734418560.5570083,288688,40.0
1734418561.737888,290688,64.0
1734418566.3672566,294992,28.0
