mean_score,total_steps,std_score,max_score,min_score
196.0,2712424,0.0,196.0,196.0
152.0,2720124,0.0,152.0,152.0
199.0,2724372,0.0,199.0,199.0
199.0,2726980,0.0,199.0,199.0
160.0,2731844,0.0,160.0,160.0
199.0,2738708,0.0,199.0,199.0
199.0,2758056,0.0,199.0,199.0
199.0,2762452,0.0,199.0,199.0
199.0,2763696,0.0,199.0,199.0
199.0,2764492,0.0,199.0,199.0
199.0,2782416,0.0,199.0,199.0
80.0,2782736,0.0,80.0,80.0
199.0,2790116,0.0,199.0,199.0
199.0,2806632,0.0,199.0,199.0
199.0,2809132,0.0,199.0,199.0
199.0,2812620,0.0,199.0,199.0
188.0,2820412,0.0,188.0,188.0
199.0,2838520,0.0,199.0,199.0
199.0,2869880,0.0,199.0,199.0
160.0,2879212,0.0,160.0,160.0
172.0,2901364,0.0,172.0,172.0
199.0,2935248,0.0,199.0,199.0
199.0,2941784,0.0,199.0,199.0
199.0,2945528,0.0,199.0,199.0
199.0,2952308,0.0,199.0,199.0
199.0,2958820,0.0,199.0,199.0
199.0,2975100,0.0,199.0,199.0
164.0,2987540,0.0,164.0,164.0
199.0,2992316,0.0,199.0,199.0
199.0,2999416,0.0,199.0,199.0
199.0,3008008,0.0,199.0,199.0
199.0,3019772,0.0,199.0,199.0
199.0,3020812,0.0,199.0,199.0
199.0,3022364,0.0,199.0,199.0
199.0,3031340,0.0,199.0,199.0
199.0,3032932,0.0,199.0,199.0
199.0,3043924,0.0,199.0,199.0
199.0,3046300,0.0,199.0,199.0
199.0,3072368,0.0,199.0,199.0
199.0,3074664,0.0,199.0,199.0
199.0,3080320,0.0,199.0,199.0
199.0,3087696,0.0,199.0,199.0
199.0,3099776,0.0,199.0,199.0
199.0,3112840,0.0,199.0,199.0
199.0,3121304,0.0,199.0,199.0
199.0,3127744,0.0,199.0,199.0
199.0,3133136,0.0,199.0,199.0
199.0,3137960,0.0,199.0,199.0
199.0,3140652,0.0,199.0,199.0
199.0,3141012,0.0,199.0,199.0
199.0,3153088,0.0,199.0,199.0
199.0,3153680,0.0,199.0,199.0
199.0,3162260,0.0,199.0,199.0
196.0,3171604,0.0,196.0,196.0
199.0,3181476,0.0,199.0,199.0
199.0,3205472,0.0,199.0,199.0
68.0,3206808,0.0,68.0,68.0
199.0,3207040,0.0,199.0,199.0
199.0,3208400,0.0,199.0,199.0
199.0,3220148,0.0,199.0,199.0
199.0,3225236,0.0,199.0,199.0
199.0,3227548,0.0,199.0,199.0
199.0,3230320,0.0,199.0,199.0
140.0,3231264,0.0,140.0,140.0
168.0,3251820,0.0,168.0,168.0
196.0,3252604,0.0,196.0,196.0
196.0,3257432,0.0,196.0,196.0
199.0,3257628,0.0,199.0,199.0
68.0,3269956,0.0,68.0,68.0
72.0,3273996,0.0,72.0,72.0
199.0,3287312,0.0,199.0,199.0
192.0,3289076,0.0,192.0,192.0
199.0,3292376,0.0,199.0,199.0
199.0,3293588,0.0,199.0,199.0
199.0,3293940,0.0,199.0,199.0
199.0,3298700,0.0,199.0,199.0
104.0,3323676,0.0,104.0,104.0
164.0,3340964,0.0,164.0,164.0
116.0,3342224,0.0,116.0,116.0
199.0,3358232,0.0,199.0,199.0
199.0,3360008,0.0,199.0,199.0
199.0,3362196,0.0,199.0,199.0
172.0,3365832,0.0,172.0,172.0
199.0,3368944,0.0,199.0,199.0
199.0,3371812,0.0,199.0,199.0
199.0,3378576,0.0,199.0,199.0
199.0,3380912,0.0,199.0,199.0
199.0,3385616,0.0,199.0,199.0
199.0,3390852,0.0,199.0,199.0
184.0,3392324,0.0,184.0,184.0
199.0,3403092,0.0,199.0,199.0
199.0,3411940,0.0,199.0,199.0
176.0,3415272,0.0,176.0,176.0
199.0,3416716,0.0,199.0,199.0
199.0,3425032,0.0,199.0,199.0
199.0,3434200,0.0,199.0,199.0
199.0,3434800,0.0,199.0,199.0
199.0,3441300,0.0,199.0,199.0
199.0,3465292,0.0,199.0,199.0
199.0,3466072,0.0,199.0,199.0
199.0,3475484,0.0,199.0,199.0
128.0,3475664,0.0,128.0,128.0
199.0,3479584,0.0,199.0,199.0
199.0,3489580,0.0,199.0,199.0
199.0,3505472,0.0,199.0,199.0
199.0,3505960,0.0,199.0,199.0
199.0,3512772,0.0,199.0,199.0
199.0,3515404,0.0,199.0,199.0
199.0,3519264,0.0,199.0,199.0
199.0,3520792,0.0,199.0,199.0
199.0,3522904,0.0,199.0,199.0
199.0,3528192,0.0,199.0,199.0
199.0,3537292,0.0,199.0,199.0
199.0,3547328,0.0,199.0,199.0
199.0,3553380,0.0,199.0,199.0
199.0,3557604,0.0,199.0,199.0
199.0,3571232,0.0,199.0,199.0
199.0,3599508,0.0,199.0,199.0
199.0,3608772,0.0,199.0,199.0
199.0,3615176,0.0,199.0,199.0
199.0,3626780,0.0,199.0,199.0
199.0,3640948,0.0,199.0,199.0
199.0,3641704,0.0,199.0,199.0
199.0,3655064,0.0,199.0,199.0
199.0,3658924,0.0,199.0,199.0
199.0,3660516,0.0,199.0,199.0
100.0,3662592,0.0,100.0,100.0
199.0,3663016,0.0,199.0,199.0
199.0,3664172,0.0,199.0,199.0
199.0,3676212,0.0,199.0,199.0
199.0,3682492,0.0,199.0,199.0
199.0,3682716,0.0,199.0,199.0
199.0,3683148,0.0,199.0,199.0
199.0,3698352,0.0,199.0,199.0
199.0,3698996,0.0,199.0,199.0
104.0,3703816,0.0,104.0,104.0
199.0,3735872,0.0,199.0,199.0
199.0,3737004,0.0,199.0,199.0
199.0,3749404,0.0,199.0,199.0
128.0,3750240,0.0,128.0,128.0
199.0,3758524,0.0,199.0,199.0
199.0,3770464,0.0,199.0,199.0
199.0,3773592,0.0,199.0,199.0
199.0,3785908,0.0,199.0,199.0
199.0,3789628,0.0,199.0,199.0
199.0,3796496,0.0,199.0,199.0
199.0,3797252,0.0,199.0,199.0
199.0,3810096,0.0,199.0,199.0
199.0,3819600,0.0,199.0,199.0
120.0,3822636,0.0,120.0,120.0
199.0,3825212,0.0,199.0,199.0
199.0,3828356,0.0,199.0,199.0
199.0,3831220,0.0,199.0,199.0
199.0,3837452,0.0,199.0,199.0
199.0,3841120,0.0,199.0,199.0
199.0,3842508,0.0,199.0,199.0
199.0,3886020,0.0,199.0,199.0
199.0,3897312,0.0,199.0,199.0
84.0,3902876,0.0,84.0,84.0
199.0,3906388,0.0,199.0,199.0
199.0,3922628,0.0,199.0,199.0
199.0,3929812,0.0,199.0,199.0
199.0,3930484,0.0,199.0,199.0
199.0,3932076,0.0,199.0,199.0
199.0,3932996,0.0,199.0,199.0
124.0,3937736,0.0,124.0,124.0
148.0,3948396,0.0,148.0,148.0
199.0,3956824,0.0,199.0,199.0
199.0,3976304,0.0,199.0,199.0
199.0,3987952,0.0,199.0,199.0
184.0,3998384,0.0,184.0,184.0
192.0,4004492,0.0,192.0,192.0
199.0,4011560,0.0,199.0,199.0
199.0,4024916,0.0,199.0,199.0
152.0,4025756,0.0,152.0,152.0
199.0,4027668,0.0,199.0,199.0
199.0,4037844,0.0,199.0,199.0
199.0,4052424,0.0,199.0,199.0
199.0,4058636,0.0,199.0,199.0
199.0,4072572,0.0,199.0,199.0
199.0,4089204,0.0,199.0,199.0
199.0,4107660,0.0,199.0,199.0
104.0,4111180,0.0,104.0,104.0
199.0,4119332,0.0,199.0,199.0
199.0,4132172,0.0,199.0,199.0
199.0,4144140,0.0,199.0,199.0
199.0,4171936,0.0,199.0,199.0
112.0,4190712,0.0,112.0,112.0
199.0,4200880,0.0,199.0,199.0
199.0,4203972,0.0,199.0,199.0
128.0,4217200,0.0,128.0,128.0
199.0,4223672,0.0,199.0,199.0
199.0,4237632,0.0,199.0,199.0
199.0,4240508,0.0,199.0,199.0
199.0,4242840,0.0,199.0,199.0
199.0,4249084,0.0,199.0,199.0
160.0,4264500,0.0,160.0,160.0
199.0,4275968,0.0,199.0,199.0
199.0,4276240,0.0,199.0,199.0
199.0,4279120,0.0,199.0,199.0
199.0,4287280,0.0,199.0,199.0
64.0,4291196,0.0,64.0,64.0
199.0,4298624,0.0,199.0,199.0
199.0,4299836,0.0,199.0,199.0
199.0,4313448,0.0,199.0,199.0
199.0,4339668,0.0,199.0,199.0
199.0,4344100,0.0,199.0,199.0
199.0,4344260,0.0,199.0,199.0
199.0,4344896,0.0,199.0,199.0
199.0,4369524,0.0,199.0,199.0
199.0,4387644,0.0,199.0,199.0
196.0,4391376,0.0,196.0,196.0
100.0,4398680,0.0,100.0,100.0
199.0,4400944,0.0,199.0,199.0
199.0,4446752,0.0,199.0,199.0
199.0,4454780,0.0,199.0,199.0
199.0,4463044,0.0,199.0,199.0
199.0,4476184,0.0,199.0,199.0
199.0,4481380,0.0,199.0,199.0
199.0,4491288,0.0,199.0,199.0
199.0,4510008,0.0,199.0,199.0
199.0,4511356,0.0,199.0,199.0
199.0,4515580,0.0,199.0,199.0
199.0,4516376,0.0,199.0,199.0
199.0,4519732,0.0,199.0,199.0
199.0,4529608,0.0,199.0,199.0
199.0,4536996,0.0,199.0,199.0
132.0,4572924,0.0,132.0,132.0
199.0,4575312,0.0,199.0,199.0
199.0,4589280,0.0,199.0,199.0
199.0,4609120,0.0,199.0,199.0
199.0,4625696,0.0,199.0,199.0
199.0,4628008,0.0,199.0,199.0
199.0,4634040,0.0,199.0,199.0
199.0,4639608,0.0,199.0,199.0
199.0,4656192,0.0,199.0,199.0
199.0,4658164,0.0,199.0,199.0
199.0,4659016,0.0,199.0,199.0
199.0,4659812,0.0,199.0,199.0
199.0,4663524,0.0,199.0,199.0
199.0,4665812,0.0,199.0,199.0
199.0,4666016,0.0,199.0,199.0
199.0,4668644,0.0,199.0,199.0
199.0,4669848,0.0,199.0,199.0
199.0,4683488,0.0,199.0,199.0
199.0,4719152,0.0,199.0,199.0
199.0,4729840,0.0,199.0,199.0
199.0,4731144,0.0,199.0,199.0
199.0,4746532,0.0,199.0,199.0
199.0,4749716,0.0,199.0,199.0
199.0,4751548,0.0,199.0,199.0
160.0,4754576,0.0,160.0,160.0
199.0,4768160,0.0,199.0,199.0
140.0,4772976,0.0,140.0,140.0
140.0,4773308,0.0,140.0,140.0
199.0,4786576,0.0,199.0,199.0
199.0,4799748,0.0,199.0,199.0
199.0,4802812,0.0,199.0,199.0
192.0,4815216,0.0,192.0,192.0
124.0,4824648,0.0,124.0,124.0
120.0,4827516,0.0,120.0,120.0
199.0,4833000,0.0,199.0,199.0
199.0,4837708,0.0,199.0,199.0
199.0,4841328,0.0,199.0,199.0
199.0,4842348,0.0,199.0,199.0
199.0,4868132,0.0,199.0,199.0
199.0,4869724,0.0,199.0,199.0
199.0,4881560,0.0,199.0,199.0
199.0,4886376,0.0,199.0,199.0
199.0,4911976,0.0,199.0,199.0
199.0,4913312,0.0,199.0,199.0
199.0,4916636,0.0,199.0,199.0
199.0,4936248,0.0,199.0,199.0
199.0,4940980,0.0,199.0,199.0
192.0,4942152,0.0,192.0,192.0
199.0,4942948,0.0,199.0,199.0
199.0,4945756,0.0,199.0,199.0
199.0,4957492,0.0,199.0,199.0
199.0,4957720,0.0,199.0,199.0
199.0,4970888,0.0,199.0,199.0
199.0,4975820,0.0,199.0,199.0
199.0,4983152,0.0,199.0,199.0
199.0,4988408,0.0,199.0,199.0
199.0,4990812,0.0,199.0,199.0
199.0,4996384,0.0,199.0,199.0
199.0,4996644,0.0,199.0,199.0
