mean_score,total_steps,std_score,max_score,min_score
-3.1202592849731445,85024,0.0,-3.1202592849731445,-3.1202592849731445
-9.83245086669922,86768,0.0,-9.83245086669922,-9.83245086669922
-12.769861221313477,87200,0.0,-12.769861221313477,-12.769861221313477
-1.5726947784423828,90016,0.0,-1.5726947784423828,-1.5726947784423828
0.9199380874633788,91952,0.0,0.9199380874633788,0.9199380874633788
-11.017333984375,92624,0.0,-11.017333984375,-11.017333984375
-8.475929260253906,92672,0.0,-8.475929260253906,-8.475929260253906
0.1913332939147949,92896,0.0,0.1913332939147949,0.1913332939147949
-3.522726058959961,93856,0.0,-3.522726058959961,-3.522726058959961
-6.315850734710693,93920,0.0,-6.315850734710693,-6.315850734710693
-10.269109725952148,94416,0.0,-10.269109725952148,-10.269109725952148
-15.331880569458008,94560,0.0,-15.331880569458008,-15.331880569458008
-11.322214126586914,95712,0.0,-11.322214126586914,-11.322214126586914
-7.86261510848999,96288,0.0,-7.86261510848999,-7.86261510848999
-16.32015037536621,96432,0.0,-16.32015037536621,-16.32015037536621
-14.074745178222656,101648,0.0,-14.074745178222656,-14.074745178222656
-2.5150275230407715,103680,0.0,-2.5150275230407715,-2.5150275230407715
-3.811591863632202,105504,0.0,-3.811591863632202,-3.811591863632202
-11.05548858642578,109504,0.0,-11.05548858642578,-11.05548858642578
-10.07942008972168,112256,0.0,-10.07942008972168,-10.07942008972168
-7.326169490814209,114944,0.0,-7.326169490814209,-7.326169490814209
-7.047188758850098,115040,0.0,-7.047188758850098,-7.047188758850098
-3.069660186767578,117360,0.0,-3.069660186767578,-3.069660186767578
-8.599661827087402,119680,0.0,-8.599661827087402,-8.599661827087402
-6.934108734130859,122336,0.0,-6.934108734130859,-6.934108734130859
-3.717499494552612,122928,0.0,-3.717499494552612,-3.717499494552612
-2.532938003540039,122944,0.0,-2.532938003540039,-2.532938003540039
-11.5980863571167,123008,0.0,-11.5980863571167,-11.5980863571167
-8.165704727172852,125264,0.0,-8.165704727172852,-8.165704727172852
-10.692622184753418,132080,0.0,-10.692622184753418,-10.692622184753418
-6.691171169281006,137648,0.0,-6.691171169281006,-6.691171169281006
-5.80742073059082,137712,0.0,-5.80742073059082,-5.80742073059082
2.1200647354125977,139744,0.0,2.1200647354125977,2.1200647354125977
-9.992774963378906,142592,0.0,-9.992774963378906,-9.992774963378906
-7.608465671539307,144624,0.0,-7.608465671539307,-7.608465671539307
-9.765703201293944,145536,0.0,-9.765703201293944,-9.765703201293944
-6.811563491821289,145776,0.0,-6.811563491821289,-6.811563491821289
-8.878897666931152,150080,0.0,-8.878897666931152,-8.878897666931152
-4.508170127868652,151168,0.0,-4.508170127868652,-4.508170127868652
-9.13687515258789,152416,0.0,-9.13687515258789,-9.13687515258789
-6.830721378326416,154512,0.0,-6.830721378326416,-6.830721378326416
-11.302763938903809,156992,0.0,-11.302763938903809,-11.302763938903809
-2.993101119995117,161056,0.0,-2.993101119995117,-2.993101119995117
-8.847938537597656,162256,0.0,-8.847938537597656,-8.847938537597656
-3.679775714874268,162576,0.0,-3.679775714874268,-3.679775714874268
-2.4808974266052246,166016,0.0,-2.4808974266052246,-2.4808974266052246
-6.192217826843262,166160,0.0,-6.192217826843262,-6.192217826843262
-0.9643926620483398,169408,0.0,-0.9643926620483398,-0.9643926620483398
-9.917338371276855,173296,0.0,-9.917338371276855,-9.917338371276855
-7.412529468536377,173952,0.0,-7.412529468536377,-7.412529468536377
-9.157293319702148,174944,0.0,-9.157293319702148,-9.157293319702148
-9.1974458694458,180176,0.0,-9.1974458694458,-9.1974458694458
-8.512903213500977,180336,0.0,-8.512903213500977,-8.512903213500977
3.187029361724853,180704,0.0,3.187029361724853,3.187029361724853
0.8056864738464355,185504,0.0,0.8056864738464355,0.8056864738464355
-13.202278137207031,186032,0.0,-13.202278137207031,-13.202278137207031
-10.118000030517578,187552,0.0,-10.118000030517578,-10.118000030517578
-5.074213981628418,187968,0.0,-5.074213981628418,-5.074213981628418
-6.435134410858154,189712,0.0,-6.435134410858154,-6.435134410858154
-9.36540412902832,192992,0.0,-9.36540412902832,-9.36540412902832
-11.082401275634766,193104,0.0,-11.082401275634766,-11.082401275634766
-7.996953010559082,196336,0.0,-7.996953010559082,-7.996953010559082
-7.826504707336426,196352,0.0,-7.826504707336426,-7.826504707336426
-6.271864891052246,198864,0.0,-6.271864891052246,-6.271864891052246
-4.932592391967773,200032,0.0,-4.932592391967773,-4.932592391967773
-0.8644070625305176,204624,0.0,-0.8644070625305176,-0.8644070625305176
-8.90971565246582,208560,0.0,-8.90971565246582,-8.90971565246582
-4.843387126922607,209280,0.0,-4.843387126922607,-4.843387126922607
-8.1297025680542,209872,0.0,-8.1297025680542,-8.1297025680542
-7.760906219482422,212560,0.0,-7.760906219482422,-7.760906219482422
-4.782430648803711,216768,0.0,-4.782430648803711,-4.782430648803711
-2.4950246810913086,218176,0.0,-2.4950246810913086,-2.4950246810913086
-8.64302921295166,223840,0.0,-8.64302921295166,-8.64302921295166
-2.317458152770996,225776,0.0,-2.317458152770996,-2.317458152770996
-6.182713508605957,229600,0.0,-6.182713508605957,-6.182713508605957
-5.822348594665527,230304,0.0,-5.822348594665527,-5.822348594665527
-5.1565022468566895,230464,0.0,-5.1565022468566895,-5.1565022468566895
-3.42390775680542,232112,0.0,-3.42390775680542,-3.42390775680542
-10.215194702148438,232464,0.0,-10.215194702148438,-10.215194702148438
-6.423231601715088,234032,0.0,-6.423231601715088,-6.423231601715088
-0.1851825714111328,235024,0.0,-0.1851825714111328,-0.1851825714111328
-7.571944236755371,237632,0.0,-7.571944236755371,-7.571944236755371
-7.716174125671387,238576,0.0,-7.716174125671387,-7.716174125671387
1.115131378173828,243728,0.0,1.115131378173828,1.115131378173828
-6.568698883056641,244208,0.0,-6.568698883056641,-6.568698883056641
2.8445534706115723,247216,0.0,2.8445534706115723,2.8445534706115723
-3.3020856380462646,247904,0.0,-3.3020856380462646,-3.3020856380462646
3.388308048248291,248192,0.0,3.388308048248291,3.388308048248291
-6.722853660583496,248848,0.0,-6.722853660583496,-6.722853660583496
0.0261335372924804,251392,0.0,0.0261335372924804,0.0261335372924804
-8.326024055480957,252432,0.0,-8.326024055480957,-8.326024055480957
-1.2132644653320312,252656,0.0,-1.2132644653320312,-1.2132644653320312
-2.153879165649414,255120,0.0,-2.153879165649414,-2.153879165649414
-6.323288917541504,261424,0.0,-6.323288917541504,-6.323288917541504
-6.270029067993164,263936,0.0,-6.270029067993164,-6.270029067993164
-7.472025871276855,265232,0.0,-7.472025871276855,-7.472025871276855
-4.348034858703613,267632,0.0,-4.348034858703613,-4.348034858703613
-8.648483276367188,269616,0.0,-8.648483276367188,-8.648483276367188
-11.98703384399414,269728,0.0,-11.98703384399414,-11.98703384399414
-15.954330444335938,270256,0.0,-15.954330444335938,-15.954330444335938
-6.674753189086914,271648,0.0,-6.674753189086914,-6.674753189086914
-7.581091403961182,276288,0.0,-7.581091403961182,-7.581091403961182
-7.740823268890381,276672,0.0,-7.740823268890381,-7.740823268890381
1.0051937103271484,277376,0.0,1.0051937103271484,1.0051937103271484
-2.677474021911621,281856,0.0,-2.677474021911621,-2.677474021911621
-3.874223947525024,283072,0.0,-3.874223947525024,-3.874223947525024
-5.990466594696045,284080,0.0,-5.990466594696045,-5.990466594696045
-3.6880428791046143,288352,0.0,-3.6880428791046143,-3.6880428791046143
-5.603890419006348,288688,0.0,-5.603890419006348,-5.603890419006348
0.4378285408020019,290688,0.0,0.4378285408020019,0.4378285408020019
-5.775637149810791,294992,0.0,-5.775637149810791,-5.775637149810791
-6.753584861755371,298096,0.0,-6.753584861755371,-6.753584861755371
0.5869879722595215,300352,0.0,0.5869879722595215,0.5869879722595215
-2.036985397338867,301408,0.0,-2.036985397338867,-2.036985397338867
-9.275641441345217,302176,0.0,-9.275641441345217,-9.275641441345217
-4.968911170959473,304560,0.0,-4.968911170959473,-4.968911170959473
-2.377920627593994,305072,0.0,-2.377920627593994,-2.377920627593994
-1.1317076683044434,305152,0.0,-1.1317076683044434,-1.1317076683044434
-8.181438446044922,305824,0.0,-8.181438446044922,-8.181438446044922
-5.461859703063965,307424,0.0,-5.461859703063965,-5.461859703063965
7.794942378997803,315824,0.0,7.794942378997803,7.794942378997803
2.4473767280578613,316096,0.0,2.4473767280578613,2.4473767280578613
-2.997539520263672,319136,0.0,-2.997539520263672,-2.997539520263672
-7.79332160949707,320368,0.0,-7.79332160949707,-7.79332160949707
-2.271552085876465,320928,0.0,-2.271552085876465,-2.271552085876465
-6.365306854248047,322448,0.0,-6.365306854248047,-6.365306854248047
0.6197490692138672,325712,0.0,0.6197490692138672,0.6197490692138672
-6.009517192840576,327216,0.0,-6.009517192840576,-6.009517192840576
-6.324085235595703,329968,0.0,-6.324085235595703,-6.324085235595703
-2.4343066215515137,331600,0.0,-2.4343066215515137,-2.4343066215515137
-7.844621658325195,333456,0.0,-7.844621658325195,-7.844621658325195
-5.117257118225098,338928,0.0,-5.117257118225098,-5.117257118225098
-4.996525764465332,340720,0.0,-4.996525764465332,-4.996525764465332
-2.586122512817383,340992,0.0,-2.586122512817383,-2.586122512817383
-4.107588768005371,344336,0.0,-4.107588768005371,-4.107588768005371
-1.8405938148498533,346304,0.0,-1.8405938148498533,-1.8405938148498533
10.72775173187256,347776,0.0,10.72775173187256,10.72775173187256
-7.668917179107666,348032,0.0,-7.668917179107666,-7.668917179107666
1.5211472511291504,348512,0.0,1.5211472511291504,1.5211472511291504
14.640984535217283,353168,0.0,14.640984535217283,14.640984535217283
-0.4311676025390625,353328,0.0,-0.4311676025390625,-0.4311676025390625
-7.795860290527344,354656,0.0,-7.795860290527344,-7.795860290527344
-1.5347497463226318,355200,0.0,-1.5347497463226318,-1.5347497463226318
6.731446743011475,358256,0.0,6.731446743011475,6.731446743011475
-4.765912055969238,359984,0.0,-4.765912055969238,-4.765912055969238
-0.5548295974731445,361680,0.0,-0.5548295974731445,-0.5548295974731445
1.0068378448486328,364736,0.0,1.0068378448486328,1.0068378448486328
8.318758010864258,371088,0.0,8.318758010864258,8.318758010864258
1.8201603889465328,374112,0.0,1.8201603889465328,1.8201603889465328
10.508642196655272,375344,0.0,10.508642196655272,10.508642196655272
0.7144222259521484,375424,0.0,0.7144222259521484,0.7144222259521484
7.363330364227295,376656,0.0,7.363330364227295,7.363330364227295
-0.91048002243042,377024,0.0,-0.91048002243042,-0.91048002243042
-0.4852046966552734,380048,0.0,-0.4852046966552734,-0.4852046966552734
7.202958583831787,380304,0.0,7.202958583831787,7.202958583831787
0.028815746307373,383376,0.0,0.028815746307373,0.028815746307373
1.340933322906494,392592,0.0,1.340933322906494,1.340933322906494
2.1421236991882324,392960,0.0,2.1421236991882324,2.1421236991882324
-5.85395097732544,394352,0.0,-5.85395097732544,-5.85395097732544
4.487739086151123,397536,0.0,4.487739086151123,4.487739086151123
4.512789249420166,399232,0.0,4.512789249420166,4.512789249420166
6.603244304656982,402512,0.0,6.603244304656982,6.603244304656982
-1.8035306930541992,403792,0.0,-1.8035306930541992,-1.8035306930541992
0.7342252731323242,405584,0.0,0.7342252731323242,0.7342252731323242
-7.236892700195312,409712,0.0,-7.236892700195312,-7.236892700195312
9.785467147827148,410128,0.0,9.785467147827148,9.785467147827148
-3.175647020339966,410816,0.0,-3.175647020339966,-3.175647020339966
-6.221595287322998,414112,0.0,-6.221595287322998,-6.221595287322998
-11.10554313659668,415760,0.0,-11.10554313659668,-11.10554313659668
5.710878849029541,417088,0.0,5.710878849029541,5.710878849029541
-6.016381740570068,418000,0.0,-6.016381740570068,-6.016381740570068
11.778709411621094,425808,0.0,11.778709411621094,11.778709411621094
4.311425685882568,429264,0.0,4.311425685882568,4.311425685882568
-7.678653240203857,437360,0.0,-7.678653240203857,-7.678653240203857
11.8257474899292,438912,0.0,11.8257474899292,11.8257474899292
-3.8076112270355225,443888,0.0,-3.8076112270355225,-3.8076112270355225
5.2343525886535645,449664,0.0,5.2343525886535645,5.2343525886535645
19.04380798339844,450192,0.0,19.04380798339844,19.04380798339844
24.341089248657227,456832,0.0,24.341089248657227,24.341089248657227
-5.445610046386719,457040,0.0,-5.445610046386719,-5.445610046386719
2.521322250366211,458272,0.0,2.521322250366211,2.521322250366211
14.090639114379885,461792,0.0,14.090639114379885,14.090639114379885
10.064238548278809,462432,0.0,10.064238548278809,10.064238548278809
-0.2654004096984863,464432,0.0,-0.2654004096984863,-0.2654004096984863
2.466285228729248,469376,0.0,2.466285228729248,2.466285228729248
-11.25144386291504,470320,0.0,-11.25144386291504,-11.25144386291504
3.2261829376220703,471120,0.0,3.2261829376220703,3.2261829376220703
-4.962214469909668,472272,0.0,-4.962214469909668,-4.962214469909668
-2.898588180541992,473072,0.0,-2.898588180541992,-2.898588180541992
13.403291702270508,475616,0.0,13.403291702270508,13.403291702270508
12.881437301635742,478304,0.0,12.881437301635742,12.881437301635742
9.720218658447266,478352,0.0,9.720218658447266,9.720218658447266
1.177751064300537,479600,0.0,1.177751064300537,1.177751064300537
-7.154747486114502,481840,0.0,-7.154747486114502,-7.154747486114502
0.6876339912414551,483344,0.0,0.6876339912414551,0.6876339912414551
2.6072373390197754,483840,0.0,2.6072373390197754,2.6072373390197754
-7.075270175933838,487024,0.0,-7.075270175933838,-7.075270175933838
3.549100399017334,487264,0.0,3.549100399017334,3.549100399017334
4.2675557136535645,489232,0.0,4.2675557136535645,4.2675557136535645
9.456706047058104,489536,0.0,9.456706047058104,9.456706047058104
4.921339511871338,490752,0.0,4.921339511871338,4.921339511871338
10.664306640625,491008,0.0,10.664306640625,10.664306640625
-6.445467472076416,491072,0.0,-6.445467472076416,-6.445467472076416
4.504854202270508,493440,0.0,4.504854202270508,4.504854202270508
-4.734482288360596,493824,0.0,-4.734482288360596,-4.734482288360596
0.5024104118347168,494976,0.0,0.5024104118347168,0.5024104118347168
13.934024810791016,499136,0.0,13.934024810791016,13.934024810791016
2.2549877166748047,500384,0.0,2.2549877166748047,2.2549877166748047
-2.767711639404297,500864,0.0,-2.767711639404297,-2.767711639404297
24.20713806152344,505280,0.0,24.20713806152344,24.20713806152344
10.246280670166016,505360,0.0,10.246280670166016,10.246280670166016
-5.907083511352539,505392,0.0,-5.907083511352539,-5.907083511352539
-7.139989376068115,509200,0.0,-7.139989376068115,-7.139989376068115
18.74526596069336,519232,0.0,18.74526596069336,18.74526596069336
-10.486906051635742,522528,0.0,-10.486906051635742,-10.486906051635742
21.49645233154297,524080,0.0,21.49645233154297,21.49645233154297
4.273971080780029,525728,0.0,4.273971080780029,4.273971080780029
2.53115177154541,526208,0.0,2.53115177154541,2.53115177154541
13.369522094726562,527360,0.0,13.369522094726562,13.369522094726562
7.059485912322998,528160,0.0,7.059485912322998,7.059485912322998
6.705972671508789,533296,0.0,6.705972671508789,6.705972671508789
-3.3647103309631348,534880,0.0,-3.3647103309631348,-3.3647103309631348
18.437763214111328,535680,0.0,18.437763214111328,18.437763214111328
13.425474166870115,540176,0.0,13.425474166870115,13.425474166870115
2.246819496154785,547328,0.0,2.246819496154785,2.246819496154785
1.267594814300537,553424,0.0,1.267594814300537,1.267594814300537
2.3500804901123047,553664,0.0,2.3500804901123047,2.3500804901123047
11.588220596313477,556064,0.0,11.588220596313477,11.588220596313477
15.576330184936523,557808,0.0,15.576330184936523,15.576330184936523
4.330423355102539,564000,0.0,4.330423355102539,4.330423355102539
17.211109161376953,565648,0.0,17.211109161376953,17.211109161376953
10.855088233947754,565856,0.0,10.855088233947754,10.855088233947754
-5.935405254364014,566752,0.0,-5.935405254364014,-5.935405254364014
-4.878988265991211,569296,0.0,-4.878988265991211,-4.878988265991211
15.576213836669922,573360,0.0,15.576213836669922,15.576213836669922
0.8887991905212402,573552,0.0,0.8887991905212402,0.8887991905212402
-4.33949613571167,574384,0.0,-4.33949613571167,-4.33949613571167
3.129239559173584,579952,0.0,3.129239559173584,3.129239559173584
3.2752881050109863,583376,0.0,3.2752881050109863,3.2752881050109863
-3.435304880142212,589376,0.0,-3.435304880142212,-3.435304880142212
6.884372234344482,596992,0.0,6.884372234344482,6.884372234344482
6.215926647186279,599024,0.0,6.215926647186279,6.215926647186279
2.4212746620178223,603024,0.0,2.4212746620178223,2.4212746620178223
25.285400390625,605680,0.0,25.285400390625,25.285400390625
1.0478534698486328,610512,0.0,1.0478534698486328,1.0478534698486328
25.86094665527344,611840,0.0,25.86094665527344,25.86094665527344
-0.0945830345153808,614624,0.0,-0.0945830345153808,-0.0945830345153808
4.780796527862549,619920,0.0,4.780796527862549,4.780796527862549
23.16946029663086,621296,0.0,23.16946029663086,23.16946029663086
15.444095611572266,622960,0.0,15.444095611572266,15.444095611572266
-1.6682419776916504,624256,0.0,-1.6682419776916504,-1.6682419776916504
13.220699310302734,625056,0.0,13.220699310302734,13.220699310302734
54.65958786010742,626112,0.0,54.65958786010742,54.65958786010742
1.4651827812194824,626400,0.0,1.4651827812194824,1.4651827812194824
7.571801662445068,627584,0.0,7.571801662445068,7.571801662445068
-4.15742301940918,630144,0.0,-4.15742301940918,-4.15742301940918
-2.0231051445007324,632704,0.0,-2.0231051445007324,-2.0231051445007324
9.563404083251951,634960,0.0,9.563404083251951,9.563404083251951
44.90010452270508,642608,0.0,44.90010452270508,44.90010452270508
12.4020357131958,646256,0.0,12.4020357131958,12.4020357131958
0.7677741050720215,646656,0.0,0.7677741050720215,0.7677741050720215
-0.013740062713623,647888,0.0,-0.013740062713623,-0.013740062713623
1.4071755409240725,651200,0.0,1.4071755409240725,1.4071755409240725
32.86034393310547,653200,0.0,32.86034393310547,32.86034393310547
19.10582160949707,655936,0.0,19.10582160949707,19.10582160949707
6.120822429656982,659728,0.0,6.120822429656982,6.120822429656982
13.447452545166016,661168,0.0,13.447452545166016,13.447452545166016
10.483861923217772,665248,0.0,10.483861923217772,10.483861923217772
16.451255798339844,665360,0.0,16.451255798339844,16.451255798339844
0.1341094970703125,669920,0.0,0.1341094970703125,0.1341094970703125
3.240586757659912,672048,0.0,3.240586757659912,3.240586757659912
12.823410034179688,674432,0.0,12.823410034179688,12.823410034179688
7.709310054779053,676736,0.0,7.709310054779053,7.709310054779053
13.940826416015623,679664,0.0,13.940826416015623,13.940826416015623
34.12511444091797,685584,0.0,34.12511444091797,34.12511444091797
12.174711227416992,687424,0.0,12.174711227416992,12.174711227416992
26.584606170654297,693168,0.0,26.584606170654297,26.584606170654297
17.606359481811523,702896,0.0,17.606359481811523,17.606359481811523
-4.712858200073242,707584,0.0,-4.712858200073242,-4.712858200073242
22.290260314941406,708204,0.0,22.290260314941406,22.290260314941406
-0.0264806747436523,708828,0.0,-0.0264806747436523,-0.0264806747436523
11.046319961547852,709952,0.0,11.046319961547852,11.046319961547852
4.2891058921813965,710720,0.0,4.2891058921813965,4.2891058921813965
0.3516402244567871,711040,0.0,0.3516402244567871,0.3516402244567871
17.651477813720703,715168,0.0,17.651477813720703,17.651477813720703
43.128456115722656,718748,0.0,43.128456115722656,43.128456115722656
11.450929641723633,722160,0.0,11.450929641723633,11.450929641723633
15.065776824951172,724588,0.0,15.065776824951172,15.065776824951172
31.544239044189453,726172,0.0,31.544239044189453,31.544239044189453
34.333106994628906,726528,0.0,34.333106994628906,34.333106994628906
11.4307861328125,732016,0.0,11.4307861328125,11.4307861328125
18.43078994750977,732608,0.0,18.43078994750977,18.43078994750977
16.944543838500977,734512,0.0,16.944543838500977,16.944543838500977
1.7945332527160645,735136,0.0,1.7945332527160645,1.7945332527160645
-4.452848434448242,735696,0.0,-4.452848434448242,-4.452848434448242
10.54763412475586,742624,0.0,10.54763412475586,10.54763412475586
40.17057418823242,742768,0.0,40.17057418823242,40.17057418823242
33.1738166809082,743296,0.0,33.1738166809082,33.1738166809082
-7.12091064453125,743616,0.0,-7.12091064453125,-7.12091064453125
2.0500497817993164,744992,0.0,2.0500497817993164,2.0500497817993164
6.089392185211182,749292,0.0,6.089392185211182,6.089392185211182
22.64627456665039,750560,0.0,22.64627456665039,22.64627456665039
12.91956901550293,753040,0.0,12.91956901550293,12.91956901550293
31.58660697937012,760668,0.0,31.58660697937012,31.58660697937012
24.956750869750977,765552,0.0,24.956750869750977,24.956750869750977
14.43973159790039,768800,0.0,14.43973159790039,14.43973159790039
9.91921615600586,772064,0.0,9.91921615600586,9.91921615600586
18.33850479125977,773456,0.0,18.33850479125977,18.33850479125977
11.38463020324707,778656,0.0,11.38463020324707,11.38463020324707
21.155494689941406,782944,0.0,21.155494689941406,21.155494689941406
12.462687492370604,784576,0.0,12.462687492370604,12.462687492370604
40.29526519775391,793820,0.0,40.29526519775391,40.29526519775391
-2.236660480499268,793952,0.0,-2.236660480499268,-2.236660480499268
17.087501525878906,796332,0.0,17.087501525878906,17.087501525878906
31.743921279907227,798432,0.0,31.743921279907227,31.743921279907227
17.649057388305664,802752,0.0,17.649057388305664,17.649057388305664
17.716115951538086,814220,0.0,17.716115951538086,17.716115951538086
40.1286735534668,815996,0.0,40.1286735534668,40.1286735534668
70.43583679199219,816896,0.0,70.43583679199219,70.43583679199219
43.3079719543457,820984,0.0,43.3079719543457,43.3079719543457
-1.4472956657409668,821248,0.0,-1.4472956657409668,-1.4472956657409668
14.196578979492188,833572,0.0,14.196578979492188,14.196578979492188
-6.252141952514648,834608,0.0,-6.252141952514648,-6.252141952514648
1.7860140800476074,842408,0.0,1.7860140800476074,1.7860140800476074
-6.077153205871582,844048,0.0,-6.077153205871582,-6.077153205871582
-7.723992347717285,854724,0.0,-7.723992347717285,-7.723992347717285
20.912817001342773,860656,0.0,20.912817001342773,20.912817001342773
5.894675731658936,862800,0.0,5.894675731658936,5.894675731658936
28.954042434692383,864080,0.0,28.954042434692383,28.954042434692383
-4.378705024719238,867844,0.0,-4.378705024719238,-4.378705024719238
5.986377716064453,870768,0.0,5.986377716064453,5.986377716064453
56.861236572265625,876084,0.0,56.861236572265625,56.861236572265625
10.494897842407228,882900,0.0,10.494897842407228,10.494897842407228
1.5571799278259275,883276,0.0,1.5571799278259275,1.5571799278259275
7.061071872711182,889172,0.0,7.061071872711182,7.061071872711182
25.59537506103516,891956,0.0,25.59537506103516,25.59537506103516
10.832746505737305,895932,0.0,10.832746505737305,10.832746505737305
13.147275924682615,900856,0.0,13.147275924682615,13.147275924682615
28.964208602905277,900972,0.0,28.964208602905277,28.964208602905277
7.78415060043335,903676,0.0,7.78415060043335,7.78415060043335
22.722797393798828,904876,0.0,22.722797393798828,22.722797393798828
34.156490325927734,908628,0.0,34.156490325927734,34.156490325927734
22.538469314575195,922652,0.0,22.538469314575195,22.538469314575195
1.410353660583496,925468,0.0,1.410353660583496,1.410353660583496
8.003259658813477,928756,0.0,8.003259658813477,8.003259658813477
35.49817657470703,934620,0.0,35.49817657470703,35.49817657470703
19.5039119720459,938476,0.0,19.5039119720459,19.5039119720459
25.2246150970459,941180,0.0,25.2246150970459,25.2246150970459
4.202886581420898,942644,0.0,4.202886581420898,4.202886581420898
27.91350746154785,943052,0.0,27.91350746154785,27.91350746154785
15.435941696166992,944932,0.0,15.435941696166992,15.435941696166992
45.31121826171875,944940,0.0,45.31121826171875,45.31121826171875
12.865707397460938,945052,0.0,12.865707397460938,12.865707397460938
18.542163848876957,945228,0.0,18.542163848876957,18.542163848876957
51.382118225097656,947148,0.0,51.382118225097656,51.382118225097656
